filename,fruit,quality,quality_original,split,source_path,split_path
apple_bad_150.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_150.png,data\splits\train\malo\apple_bad_150.png
apple_bad_053.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_053.png,data\splits\train\malo\apple_bad_053.png
apple_bad_099.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_099.png,data\splits\train\malo\apple_bad_099.png
apple_bad_057.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_057.png,data\splits\train\malo\apple_bad_057.png
apple_bad_003.jpg,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_003.jpg,data\splits\train\malo\apple_bad_003.jpg
apple_bad_106.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_106.png,data\splits\train\malo\apple_bad_106.png
apple_bad_060.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_060.png,data\splits\train\malo\apple_bad_060.png
apple_bad_118.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_118.png,data\splits\train\malo\apple_bad_118.png
apple_bad_046.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_046.png,data\splits\train\malo\apple_bad_046.png
apple_bad_066.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_066.png,data\splits\train\malo\apple_bad_066.png
apple_bad_096.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_096.png,data\splits\train\malo\apple_bad_096.png
apple_bad_062.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_062.png,data\splits\train\malo\apple_bad_062.png
apple_bad_112.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_112.png,data\splits\train\malo\apple_bad_112.png
apple_bad_029.jpg,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_029.jpg,data\splits\train\malo\apple_bad_029.jpg
apple_bad_083.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_083.png,data\splits\train\malo\apple_bad_083.png
apple_bad_103.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_103.png,data\splits\train\malo\apple_bad_103.png
apple_bad_074.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_074.png,data\splits\train\malo\apple_bad_074.png
apple_bad_120.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_120.png,data\splits\train\malo\apple_bad_120.png
apple_bad_031.jpg,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_031.jpg,data\splits\train\malo\apple_bad_031.jpg
apple_bad_110.png,apple,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_110.png,data\splits\train\malo\apple_bad_110.png
apple_bad_144.png,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_144.png,data\splits\val\malo\apple_bad_144.png
apple_bad_008.jpg,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_008.jpg,data\splits\val\malo\apple_bad_008.jpg
apple_bad_064.png,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_064.png,data\splits\val\malo\apple_bad_064.png
apple_bad_087.png,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_087.png,data\splits\val\malo\apple_bad_087.png
apple_bad_015.jpg,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_015.jpg,data\splits\val\malo\apple_bad_015.jpg
apple_bad_077.png,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_077.png,data\splits\val\malo\apple_bad_077.png
apple_bad_116.png,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_116.png,data\splits\val\malo\apple_bad_116.png
apple_bad_105.png,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_105.png,data\splits\val\malo\apple_bad_105.png
apple_bad_016.jpg,apple,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_016.jpg,data\splits\val\malo\apple_bad_016.jpg
apple_bad_135.png,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_135.png,data\splits\test\malo\apple_bad_135.png
apple_bad_020.jpg,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_020.jpg,data\splits\test\malo\apple_bad_020.jpg
apple_bad_037.png,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_037.png,data\splits\test\malo\apple_bad_037.png
apple_bad_040.png,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_040.png,data\splits\test\malo\apple_bad_040.png
apple_bad_044.png,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_044.png,data\splits\test\malo\apple_bad_044.png
apple_bad_111.png,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_111.png,data\splits\test\malo\apple_bad_111.png
apple_bad_005.jpg,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_005.jpg,data\splits\test\malo\apple_bad_005.jpg
apple_bad_019.jpg,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_019.jpg,data\splits\test\malo\apple_bad_019.jpg
apple_bad_098.png,apple,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Apple_Bad\apple_bad_098.png,data\splits\test\malo\apple_bad_098.png
banana_bad_385.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_385.jpg,data\splits\train\malo\banana_bad_385.jpg
banana_bad_373.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_373.jpg,data\splits\train\malo\banana_bad_373.jpg
banana_bad_015.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_015.jpg,data\splits\train\malo\banana_bad_015.jpg
banana_bad_563.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_563.jpg,data\splits\train\malo\banana_bad_563.jpg
banana_bad_678.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_678.jpg,data\splits\train\malo\banana_bad_678.jpg
banana_bad_177.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_177.jpg,data\splits\train\malo\banana_bad_177.jpg
banana_bad_561.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_561.jpg,data\splits\train\malo\banana_bad_561.jpg
banana_bad_523.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_523.jpg,data\splits\train\malo\banana_bad_523.jpg
banana_bad_222.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_222.jpg,data\splits\train\malo\banana_bad_222.jpg
banana_bad_398.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_398.jpg,data\splits\train\malo\banana_bad_398.jpg
banana_bad_371.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_371.jpg,data\splits\train\malo\banana_bad_371.jpg
banana_bad_122.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_122.jpg,data\splits\train\malo\banana_bad_122.jpg
banana_bad_102.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_102.jpg,data\splits\train\malo\banana_bad_102.jpg
banana_bad_039.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_039.jpg,data\splits\train\malo\banana_bad_039.jpg
banana_bad_541.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_541.jpg,data\splits\train\malo\banana_bad_541.jpg
banana_bad_345.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_345.jpg,data\splits\train\malo\banana_bad_345.jpg
banana_bad_348.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_348.jpg,data\splits\train\malo\banana_bad_348.jpg
banana_bad_328.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_328.jpg,data\splits\train\malo\banana_bad_328.jpg
banana_bad_338.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_338.jpg,data\splits\train\malo\banana_bad_338.jpg
banana_bad_431.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_431.jpg,data\splits\train\malo\banana_bad_431.jpg
banana_bad_016.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_016.jpg,data\splits\train\malo\banana_bad_016.jpg
banana_bad_378.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_378.jpg,data\splits\train\malo\banana_bad_378.jpg
banana_bad_290.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_290.jpg,data\splits\train\malo\banana_bad_290.jpg
banana_bad_086.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_086.jpg,data\splits\train\malo\banana_bad_086.jpg
banana_bad_386.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_386.jpg,data\splits\train\malo\banana_bad_386.jpg
banana_bad_679.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_679.jpg,data\splits\train\malo\banana_bad_679.jpg
banana_bad_279.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_279.jpg,data\splits\train\malo\banana_bad_279.jpg
banana_bad_096.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_096.jpg,data\splits\train\malo\banana_bad_096.jpg
banana_bad_583.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_583.jpg,data\splits\train\malo\banana_bad_583.jpg
banana_bad_529.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_529.jpg,data\splits\train\malo\banana_bad_529.jpg
banana_bad_579.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_579.jpg,data\splits\train\malo\banana_bad_579.jpg
banana_bad_168.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_168.jpg,data\splits\train\malo\banana_bad_168.jpg
banana_bad_445.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_445.jpg,data\splits\train\malo\banana_bad_445.jpg
banana_bad_566.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_566.jpg,data\splits\train\malo\banana_bad_566.jpg
banana_bad_512.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_512.jpg,data\splits\train\malo\banana_bad_512.jpg
banana_bad_125.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_125.jpg,data\splits\train\malo\banana_bad_125.jpg
banana_bad_298.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_298.jpg,data\splits\train\malo\banana_bad_298.jpg
banana_bad_639.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_639.jpg,data\splits\train\malo\banana_bad_639.jpg
banana_bad_108.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_108.jpg,data\splits\train\malo\banana_bad_108.jpg
banana_bad_604.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_604.jpg,data\splits\train\malo\banana_bad_604.jpg
banana_bad_363.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_363.jpg,data\splits\train\malo\banana_bad_363.jpg
banana_bad_186.jpg,banana,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_186.jpg,data\splits\train\malo\banana_bad_186.jpg
banana_bad_324.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_324.jpg,data\splits\val\malo\banana_bad_324.jpg
banana_bad_066.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_066.jpg,data\splits\val\malo\banana_bad_066.jpg
banana_bad_558.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_558.jpg,data\splits\val\malo\banana_bad_558.jpg
banana_bad_044.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_044.jpg,data\splits\val\malo\banana_bad_044.jpg
banana_bad_220.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_220.jpg,data\splits\val\malo\banana_bad_220.jpg
banana_bad_151.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_151.jpg,data\splits\val\malo\banana_bad_151.jpg
banana_bad_513.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_513.jpg,data\splits\val\malo\banana_bad_513.jpg
banana_bad_032.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_032.jpg,data\splits\val\malo\banana_bad_032.jpg
banana_bad_041.jpg,banana,malo,bad,val,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_041.jpg,data\splits\val\malo\banana_bad_041.jpg
banana_bad_540.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_540.jpg,data\splits\test\malo\banana_bad_540.jpg
banana_bad_124.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_124.jpg,data\splits\test\malo\banana_bad_124.jpg
banana_bad_422.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_422.jpg,data\splits\test\malo\banana_bad_422.jpg
banana_bad_309.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_309.jpg,data\splits\test\malo\banana_bad_309.jpg
banana_bad_607.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_607.jpg,data\splits\test\malo\banana_bad_607.jpg
banana_bad_633.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_633.jpg,data\splits\test\malo\banana_bad_633.jpg
banana_bad_450.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_450.jpg,data\splits\test\malo\banana_bad_450.jpg
banana_bad_452.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_452.jpg,data\splits\test\malo\banana_bad_452.jpg
banana_bad_594.jpg,banana,malo,bad,test,data\processed\balanced_raw\Bad Quality_Fruits\Banana_Bad\banana_bad_594.jpg,data\splits\test\malo\banana_bad_594.jpg
guava_bad_105.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_105.jpg,data\splits\train\malo\guava_bad_105.jpg
guava_bad_132.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_132.jpg,data\splits\train\malo\guava_bad_132.jpg
guava_bad_050.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_050.jpg,data\splits\train\malo\guava_bad_050.jpg
guava_bad_125.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_125.jpg,data\splits\train\malo\guava_bad_125.jpg
guava_bad_022.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_022.jpg,data\splits\train\malo\guava_bad_022.jpg
guava_bad_052.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_052.jpg,data\splits\train\malo\guava_bad_052.jpg
guava_bad_058.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_058.jpg,data\splits\train\malo\guava_bad_058.jpg
guava_bad_091.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_091.jpg,data\splits\train\malo\guava_bad_091.jpg
guava_bad_033.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_033.jpg,data\splits\train\malo\guava_bad_033.jpg
guava_bad_122.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_122.jpg,data\splits\train\malo\guava_bad_122.jpg
guava_bad_007.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_007.jpg,data\splits\train\malo\guava_bad_007.jpg
guava_bad_064.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_064.jpg,data\splits\train\malo\guava_bad_064.jpg
guava_bad_011.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_011.jpg,data\splits\train\malo\guava_bad_011.jpg
guava_bad_035.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_035.jpg,data\splits\train\malo\guava_bad_035.jpg
guava_bad_041.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_041.jpg,data\splits\train\malo\guava_bad_041.jpg
guava_bad_121.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_121.jpg,data\splits\train\malo\guava_bad_121.jpg
guava_bad_109.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_109.jpg,data\splits\train\malo\guava_bad_109.jpg
guava_bad_119.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_119.jpg,data\splits\train\malo\guava_bad_119.jpg
guava_bad_108.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_108.jpg,data\splits\train\malo\guava_bad_108.jpg
guava_bad_037.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_037.jpg,data\splits\train\malo\guava_bad_037.jpg
guava_bad_097.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_097.jpg,data\splits\train\malo\guava_bad_097.jpg
guava_bad_069.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_069.jpg,data\splits\train\malo\guava_bad_069.jpg
guava_bad_095.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_095.jpg,data\splits\train\malo\guava_bad_095.jpg
guava_bad_053.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_053.jpg,data\splits\train\malo\guava_bad_053.jpg
guava_bad_113.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_113.jpg,data\splits\train\malo\guava_bad_113.jpg
guava_bad_133.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_133.jpg,data\splits\train\malo\guava_bad_133.jpg
guava_bad_048.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_048.jpg,data\splits\train\malo\guava_bad_048.jpg
guava_bad_074.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_074.jpg,data\splits\train\malo\guava_bad_074.jpg
guava_bad_106.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_106.jpg,data\splits\train\malo\guava_bad_106.jpg
guava_bad_120.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_120.jpg,data\splits\train\malo\guava_bad_120.jpg
guava_bad_054.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_054.jpg,data\splits\train\malo\guava_bad_054.jpg
guava_bad_001.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_001.jpg,data\splits\train\malo\guava_bad_001.jpg
guava_bad_127.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_127.jpg,data\splits\train\malo\guava_bad_127.jpg
guava_bad_078.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_078.jpg,data\splits\train\malo\guava_bad_078.jpg
guava_bad_070.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_070.jpg,data\splits\train\malo\guava_bad_070.jpg
guava_bad_086.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_086.jpg,data\splits\train\malo\guava_bad_086.jpg
guava_bad_062.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_062.jpg,data\splits\train\malo\guava_bad_062.jpg
guava_bad_018.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_018.jpg,data\splits\train\malo\guava_bad_018.jpg
guava_bad_090.jpg,guava,malo,bad,train,data\processed\balanced_raw\Bad Quality_Fruits\Guava_Bad\guava_bad_090.jpg,data\splits\train\malo\guava_bad_090.jpg
